Issue Type,Issue ID,Parent ID,Epic Link,Epic Name,Parent Link,Parent,Summary,Component/s,Priority,Story Points,Labels,Labels,Labels,Description,Acceptance Criteria
Feature,198,,,,,,Fund Catalog & Market Data,Funds & Market Data,High,,backend,customer-app,funds,"A single source of truth for fund reference data and a separate live-price service. The fund catalog (the full lineup) is seeded into a DynamoDB table from one canonical definition and served via an API with caching; every content page, picker, and all three AI systems read the same catalog, so they can never disagree about what funds exist or what they cost. Live intraday prices and returns come from a dedicated market-data service whose symbol map is derived from the catalog (so it cannot drift).

Value: consistency and trust - one update propagates everywhere, and pages never contradict the assistant.

=== ARCHITECTURE & STACK ===
One canonical fund data file (pure data, framework-free) is the single edit point, the SEED for the Funds
DynamoDB table (PK ticker), and the frontend offline fallback. At runtime the TABLE is the source of truth:
the get-funds Lambda serves GET /funds (module-cached ~60min); the useFunds() hook consumes it (localStorage
TTL + bundled fallback). The backend reaches the canonical file through ONE bridge module (re-exports the
fund list + a FUND_PICKLIST). AI access: a get_funds tool (reads the table) for bot/NBR/experts, plus
FUND_PICKLIST injected into expert prompts. Live prices/returns come from a separate market-data Lambda
whose ticker->symbol map is DERIVED from the catalog (so it cannot drift). Seed/refresh a fresh env via
GET /reset-funds?key=...","Definition of done:
- The catalog is the runtime source of truth, served with caching and an offline fallback.
- Content pages, pickers, and all AI systems read the same catalog.
- Live prices come from market data whose symbols derive from the catalog."
Epic,199,,,Fund Catalog Source of Truth,198,198,Fund Catalog Source of Truth,Funds & Market Data,High,,backend,funds,dynamodb,"One canonical fund definition seeds a DynamoDB catalog table; an API serves it (module-cached) and a client hook consumes it with a local cache and a bundled offline fallback. A per-environment seed/refresh endpoint repopulates it.

Value: a single edit point that fans out to every consumer, eliminating drift.

=== TECHNICAL SCOPE ===
Canonical file -> seed table (one item per fund). get-funds Scans once and module-caches; useFunds reads
/funds with a localStorage TTL + a bundled fallback. ~36 small items that change < once/day, so a single
Scan + cache is correct. reset-funds (key-gated) seeds/refreshes per environment.","Definition of done:
- The catalog table is seeded from the canonical definition.
- The serving API is cached; the client hook caches and falls back offline.
- A seed/refresh endpoint repopulates a fresh environment."
Story,200,,Fund Catalog Source of Truth,,,199,Serve the fund catalog from a single source,Funds & Market Data,High,5,backend,funds,,"As a platform owner, I want one fund catalog that seeds the database and feeds every page and AI system, so that fund facts can never disagree between the portal and the assistant.

=== TECHNICAL DESIGN ===
Build the bridge re-export (fund list + FUND_PICKLIST). reset-funds writes one item per fund. get-funds
Scans + caches. useFunds reads /funds with localStorage TTL and falls back to the bundled catalog offline.","Scenario: One catalog, many consumers
  Given the catalog is seeded from the canonical definition
  When a page or AI system needs fund data
  Then it reads the same catalog (cached) with a bundled offline fallback"
Sub-task,201,200,,,,200,Seed the funds catalog table from the canonical fund definition,Funds & Market Data,,,,,,Bridge the canonical fund list into the table via a seed/reset endpoint; one item per fund keyed by ticker.,
Sub-task,202,200,,,,200,Serve via cached API + client hook with offline fallback,Funds & Market Data,,,,,,get-funds module-cached; useFunds() with local TTL cache and bundled fallback.,
Epic,203,,,Fund Content Pages,198,198,Fund Content Pages,Funds & Market Data,Medium,,customer-app,funds,content,"The investor-facing pages that present fund data - fees/expense ratios, fund performance, the prospectus library, the research screener and per-fund profile, and tax-efficient-investing - all reading from the shared catalog with the content-above-long-lists ordering rule applied.

Value: trustworthy, consistent fund information presented where investors make decisions.

=== TECHNICAL SCOPE ===
Fees, Fund Performance, Prospectus library, Research screener, Fund Profile, and tax-efficient-investing
all read via useFunds(). Apply the content-above-long-lists rule: put general content first and give long
fund tables a maxHeight + scroll (e.g. the Fees page: account fees above the 36-row expense-ratio table).","Definition of done:
- Fees, performance, prospectus, research, and profile pages read the catalog.
- Long fund tables follow the content-first ordering and scroll rules."
Story,204,,Fund Content Pages,,,203,See consistent fund data across content pages,Funds & Market Data,,3,customer-app,funds,,"As an investor, I want fees, performance, and prospectus pages to show the same fund facts as everywhere else, so that I can rely on the numbers no matter where I read them.

=== TECHNICAL DESIGN ===
Each page reads useFunds() so it matches the catalog + the assistant; fees page uses content-first
ordering; performance/prospectus read the same source.","Scenario: Pages reflect the catalog
  Given the catalog defines the lineup and its attributes
  When I view the fees, performance, or prospectus pages
  Then they show data consistent with the catalog and the assistant"
Epic,205,,,AI Fund Access,198,198,AI Fund Access,Funds & Market Data,Medium,,backend,ai,funds,"A fund-lookup capability that exposes the catalog to all three AI systems (customer bot, agent suggested reply, and autopilot experts), plus a fund pick-list injected into task-expert prompts so they reference only real funds.

Value: the AI never invents or misquotes a fund - it reads the same catalog the pages do.

=== TECHNICAL SCOPE ===
A get_funds tool in client-tools.ts (reads the Funds table) registered for the customer bot, NBR, and the
task experts; FUND_PICKLIST is injected into expert prompts so experts only ever reference real funds.","Definition of done:
- A fund-lookup tool is available to bot, NBR, and experts.
- Expert prompts inject a current fund pick-list."
Story,206,,AI Fund Access,,,205,Let the AI look up real fund data,Funds & Market Data,,3,backend,ai,funds,"As an investor, I want the assistant to answer fund questions from real catalog data, so that I get accurate fund facts, not hallucinated ones.

=== TECHNICAL DESIGN ===
Implement get_funds as an OpenAI tool/function (reads the table); register it for bot/NBR/experts; inject
FUND_PICKLIST into the expert prompts.","Scenario: AI reads the catalog
  Given I ask the assistant about a fund
  When it answers
  Then it uses the fund-lookup tool and references only funds in the catalog"
Epic,207,,,Live Market Data,198,198,Live Market Data,Funds & Market Data,Medium,,backend,funds,,"A market-data service that provides live intraday prices and returns, with its ticker-to-symbol map derived from the catalog so the priced set always matches the lineup and cannot drift.

Value: current, accurate prices wherever fund data appears, with zero manual sync.

=== TECHNICAL SCOPE ===
market-data Lambda fetches live quotes (e.g. Yahoo) per fund; the ticker->realSymbol FUND_MAP is derived
from the catalog via the bridge (FUNDS.map(...)) so it always matches the lineup. Cache quotes briefly.","Definition of done:
- Live prices/returns are available for every fund in the lineup.
- The symbol map derives from the catalog (no hand-maintained list)."
Story,208,,Live Market Data,,,207,Show live fund prices and returns,Funds & Market Data,,3,backend,funds,,"As an investor, I want fund pages to show current prices and returns, so that I make decisions on up-to-date numbers.

=== TECHNICAL DESIGN ===
Derive FUND_MAP from the catalog; fetch quotes; short cache; expose via the market-data route consumed by
the fund pages.","Scenario: Live pricing matches the lineup
  Given the catalog defines the lineup
  When market data is fetched
  Then every listed fund has a live price/return and the symbol set matches the catalog"
Feature,209,,,,,,"Platform, Infrastructure & Delivery",Platform & Infra,High,,infra,cdk,backend,"The serverless foundation and the safe path to production. Everything is defined as AWS CDK (API Gateway, Lambdas, DynamoDB, EventBridge, IAM, contact center, budgets, CI/CD roles), with an isolated dev environment that mirrors prod and a ""main always equals production"" delivery model: merging to main triggers guarded GitHub Actions deploys that refuse to delete or replace a live resource. It also covers the data layer and demo-data tooling, transcript storage and review, and observability and cost safety.

Value: reliable, low-cost, reproducible infrastructure and a delivery process that cannot silently break prod.

=== ARCHITECTURE & STACK ===
AWS CDK (TypeScript). Stacks: DataStack (DynamoDB + IAM), LambdaStack (API Gateway HTTP API + all Lambdas +
env wiring + EventBridge scheduler role), plus ConnectStack, BudgetStack, CicdStack (rarely changed). Stage-
parameterized: STAGE=dev synthesizes an isolated env (-dev suffixes + a separate API); prod is byte-
identical. Secrets (model + pager keys) resolve from SSM at deploy. Deploys go through a guarded script
(safe-deploy.mjs): tsc --noEmit + cdk diff + a destroy-guard that ABORTS if any live resource would be
removed/replaced (override only with ALLOW_DESTROY=1). GitHub Actions on merge to main: deploy-cdk (CDK via
OIDC) + frontend deploys to gh-pages. main == production; rollback = revert the merge commit.","Definition of done:
- All infrastructure is code; dev and prod are built from the same definitions.
- Merging to main deploys prod through a destroy-guarded pipeline.
- Data, transcripts, observability, and cost controls are in place."
Epic,210,,,Infrastructure as Code (CDK),209,209,Infrastructure as Code (CDK),Platform & Infra,High,,infra,cdk,,"The full stack expressed in CDK: an HTTP API Gateway, all Lambdas with their environment wiring, DynamoDB tables, the EventBridge scheduler role, the contact-center stack, a budget stack, and the CI/CD role stack. Secrets (e.g. the model API key) resolve from SSM at deploy time.

Value: reproducible, reviewable infrastructure with no click-ops.

=== TECHNICAL SCOPE ===
API Gateway HTTP API with a route per Lambda; Lambdas bundled with esbuild (Node 20); DynamoDB tables (on-
demand); EventBridge scheduler role; secrets via CloudFormation SSM dynamic references. DataStack +
LambdaStack are the CI-deployed pair; the others are deployed manually when they change.","Definition of done:
- API, Lambdas, tables, scheduler, budget, and CI/CD roles are all defined in CDK.
- Secrets resolve from SSM at deploy time (no shell variables)."
Story,211,,Infrastructure as Code (CDK),,,210,Define all infrastructure as code,Platform & Infra,High,5,infra,cdk,,"As a platform engineer, I want the entire platform defined in CDK, so that I can review, reproduce, and safely change infrastructure.

=== TECHNICAL DESIGN ===
Author the stacks; wire env vars + least-privilege IAM; resolve secrets from SSM at deploy; esbuild-bundle
each Lambda. Verify with cdk synth/diff.","Scenario: One source for infrastructure
  Given the CDK app
  When I synthesize/deploy
  Then it provisions the API, Lambdas, tables, scheduler, budget, and CI/CD roles with secrets from SSM"
Sub-task,212,211,,,,211,DataStack: DynamoDB tables + IAM,Platform & Infra,,,,,,"Clients/Sessions/Transcripts/Transactions/Funds with the documented keys, indexes, TTL, and RETAIN.",
Sub-task,213,211,,,,211,LambdaStack: HTTP API routes + env wiring + scheduler role,Platform & Infra,,,,,,A route per Lambda; SSM secret references; EventBridge scheduler role.,
Epic,214,,,Dev/Prod Environments,209,209,Dev/Prod Environments,Platform & Infra,High,,infra,cdk,,"A stage-parameterized setup: prod is byte-identical to the code, and STAGE=dev produces an isolated parallel environment (suffix-named tables and stack, separate API) that costs ~$0 idle. Local dev points at the dev API so engineers can mutate, seed, and break freely without touching prod.

Value: safe iteration - test against real infrastructure without risk to production.

=== TECHNICAL SCOPE ===
A STAGE parameter drives -dev suffixes (dev tables, a -dev Lambda stack, a separate API); .env.development
points local frontends at the dev API; dev is ~$0 idle (on-demand). NOTE: Connect/live-chat is shared with
prod (single instance), so chat-handoff testing still hits prod.","Definition of done:
- The same CDK builds an isolated dev environment from STAGE=dev.
- Local development targets dev data by default."
Story,215,,Dev/Prod Environments,,,214,Test against an isolated dev environment,Platform & Infra,High,5,infra,cdk,,"As an engineer, I want an isolated dev environment that mirrors prod, so that I can validate changes against real infrastructure before they reach customers.

=== TECHNICAL DESIGN ===
Parameterize stack/resource names by STAGE; ""npm run deploy:dev"" provisions dev; local ""npm run dev"" uses
.env.development (dev API + dev data).","Scenario: Dev mirrors prod, isolated
  Given I deploy with STAGE=dev
  Then an isolated parallel environment is created
  And local development targets the dev API and data"
Epic,216,,,CI/CD & Guarded Deploys,209,209,CI/CD & Guarded Deploys,Platform & Infra,Highest,,infra,cdk,,"Continuous delivery with a hard safety guard: merging to main triggers GitHub Actions that deploy the backend (CDK via OIDC) and both frontends (to GitHub Pages), all routed through a deploy guard that typechecks, diffs, and refuses to remove or replace a live resource (override only with an explicit flag). PR checks build both apps and bundle-check the Lambdas; the build SHA is stamped into each app.

Value: fast, hands-off releases that cannot silently delete production infrastructure.

=== TECHNICAL SCOPE ===
GitHub Actions: a PR gate (build both apps + tsc the CDK + bundle-check the Lambdas; both 'build' and
'backend' checks required) and, on merge to main, deploy-cdk (assumes an OIDC role) + frontend deploys. The
guarded safe-deploy.mjs is the ONLY deploy path (CI + manual). The build SHA is stamped into both apps.","Definition of done:
- Merge to main auto-deploys backend and frontends.
- The deploy guard aborts on any destructive diff unless explicitly overridden.
- PR checks gate builds and bundles; the deployed SHA is observable."
Story,217,,CI/CD & Guarded Deploys,,,216,Ship to prod automatically on merge,Platform & Infra,High,5,infra,cdk,,"As an engineer, I want merging to main to deploy prod automatically, so that releases are consistent and nobody deploys by hand.

=== TECHNICAL DESIGN ===
deploy-cdk.yml assumes the OIDC role and runs the guarded deploy; the frontend workflows build + publish to
the gh-pages root (customer) and /agent (agent).","Scenario: Auto-deploy on merge
  Given a PR is merged to main
  Then GitHub Actions deploy the backend (CDK via OIDC) and both frontends"
Story,218,,CI/CD & Guarded Deploys,,,216,Block deploys that would delete live resources,Platform & Infra,High,5,infra,cdk,,"As a platform owner, I want any deploy that would remove or replace a live resource to be blocked by default, so that a stale or wrong branch can never silently destroy prod.

=== TECHNICAL DESIGN ===
safe-deploy.mjs parses cdk diff for REMOVE/REPLACE of any live resource (Lambda / route / integration /
permission / table / GSI) and aborts with the list unless ALLOW_DESTROY=1. This is why a stale-branch
deploy can no longer silently delete prod resources.","Scenario: Destroy guard aborts
  Given a deploy diff would remove or replace a live resource
  When the guarded deploy runs
  Then it aborts with a clear list unless an explicit override flag is set"
Sub-task,219,218,,,,218,Implement safe-deploy.mjs (typecheck + cdk diff + destroy-guard),Platform & Infra,,,,,,Parse the diff for REMOVE/REPLACE of live resources; abort unless ALLOW_DESTROY=1.,
Story,220,,CI/CD & Guarded Deploys,,,216,Gate every PR with builds and bundle checks,Platform & Infra,,3,infra,,,"As an engineer, I want every PR to build both apps, typecheck CDK, and bundle-check the Lambdas, so that broken code cannot merge.

=== TECHNICAL DESIGN ===
The PR workflow builds both frontends, typechecks the CDK, and bundle-checks each Lambda before merge is
allowed.","Scenario: PR gate
  Given an open PR
  Then CI builds both frontends, typechecks CDK, and bundle-checks the Lambdas before it can merge"
Epic,221,,,Data Layer & Demo Data,209,209,Data Layer & Demo Data,Platform & Infra,High,,backend,dynamodb,,"The DynamoDB data model (Clients, Sessions, Transcripts, Transactions, Funds) and the read/write access layer (client-data), plus demo-data tooling: reset endpoints that restore all client fields to factory defaults (and seed transactions and funds) per environment, idempotently.

Value: a clean, well-modeled data layer and the ability to reset the demo to a known-good state.

=== TECHNICAL SCOPE ===
Tables: Clients (PK clientId), Sessions (PK contactId, 30-day TTL), Transcripts (RETAIN, GSI clientId-
savedAt-index), Transactions (PK clientId, SK ""<ISOdate>#<seq>"", GSI account-index), Funds (PK ticker).
client-data is the read/write access layer (lib-dynamodb). reset-all-data / reset-client-data /
reset-beneficiaries seed defaults + transactions + funds idempotently per env (key-gated). Factory defaults
live in a client-defaults module.","Definition of done:
- All five tables are modeled with correct keys and indexes.
- Reset endpoints restore defaults and seed data idempotently per environment."
Story,222,,Data Layer & Demo Data,,,221,Read and write client data through one access layer,Platform & Infra,,3,backend,dynamodb,,"As a platform engineer, I want a single access layer for client profile reads and writes, so that data access is consistent and testable.

=== TECHNICAL DESIGN ===
client-data dispatches actions over the Clients table via the lib-dynamodb DocumentClient; provide
consistent read/write helpers so callers never hand-roll DynamoDB calls.","Scenario: Consistent client-data access
  Given a client profile operation
  When it runs through client-data
  Then it reads/writes the Clients table consistently"
Story,223,,Data Layer & Demo Data,,,221,Reset demo data to a known-good state,Platform & Infra,,3,backend,dynamodb,,"As a platform owner, I want a one-call reset that restores all demo client data, transactions, and funds, so that the demo can always be returned to a clean, predictable state.

=== TECHNICAL DESIGN ===
reset-all-data restores all fields from client-defaults, REMOVEs legacy arrays + lastAgentChat, and reseeds
transactions (deterministic) + funds. Idempotent and key-gated (?key=...).","Scenario: Idempotent reset
  Given any environment state
  When I call the reset endpoint
  Then all client fields return to defaults and transactions/funds are reseeded idempotently"
Sub-task,224,223,,,,223,reset-all-data from client-defaults (+ legacy cleanup),Platform & Infra,,,,,,Restore all fields; REMOVE legacy arrays + lastAgentChat; key-gated.,
Sub-task,225,223,,,,223,Deterministic transaction + fund reseed,Platform & Infra,,,,,,"Seed transactions (deterministic, idempotent) and funds from the canonical catalog.",
Epic,226,,,Transcript Storage & Review,209,209,Transcript Storage & Review,Platform & Infra,Medium,,backend,dynamodb,,"Durable transcript handling: save-transcript writes the full message history (with the AI recap summary, wrap-up code, ACW summary, and the agent who handled it) to a retained table and records the client's most recent agent chat as continuation memory; get-transcripts reads them; pin-transcript flags pinned chats; and a standalone transcript review UI supports post-hoc quality analysis.

Value: a permanent record for continuity, history, compliance, and quality review.

=== TECHNICAL SCOPE ===
save-transcript writes the full record (messages, intentSummary, wrapUpCode, acwSummary, agentUsername/
agentName, and a second-person summary recap) to the Transcripts table (RETAIN) and writes lastAgentChat
continuation memory on Clients. get-transcripts lists via the GSI (clientId-savedAt-index) and fetches by
id. pin-transcript sets pinned. A standalone review UI (separate from the agent app) deep-links via ?id=.","Definition of done:
- Transcripts persist with recap, wrap-up, ACW, and agent attribution.
- Continuation memory powers Continue this chat; pins persist.
- A review UI can browse and deep-link transcripts."
Story,227,,Transcript Storage & Review,,,226,Persist every agent chat as a reviewable transcript,Platform & Infra,,5,backend,dynamodb,,"As a quality lead, I want every live-agent chat saved with its recap, wrap-up, and the agent who handled it, so that we have a durable record for history, continuity, and quality review.

=== TECHNICAL DESIGN ===
On end, generate the recap summary (Nova Micro), save the transcript row, and write the lastAgentChat
continuation memory (transcriptId, endedAt, summary, agentUsername, agentName).","Scenario: Transcript saved on end
  Given a live-agent chat ends
  When save-transcript runs
  Then the full transcript persists with recap summary, wrap-up code, ACW summary, and agent attribution
  And the client's most recent agent chat is recorded as continuation memory"
Sub-task,228,227,,,,227,Generate recap summary (Nova Micro) on chat end,Platform & Infra,,,,,,Second-person summary used by history + Continue this chat.,
Sub-task,229,227,,,,227,Write transcript row + lastAgentChat continuation memory,Platform & Infra,,,,,,Save to Transcripts (RETAIN); write lastAgentChat on Clients.,
Story,230,,Transcript Storage & Review,,,226,Review transcripts in a dedicated tool,Platform & Infra,,3,backend,,,"As a quality lead, I want a standalone UI to browse and deep-link transcripts, so that I can perform post-hoc conversation review and quality analysis.

=== TECHNICAL DESIGN ===
A standalone static review UI (separate deploy from the agent app) reads get-transcripts; support ?id=
deep-linking (pushState/popstate) and a copy-conversation-id button.","Scenario: Deep-linkable review
  Given a saved transcript
  When I open the review UI with its id
  Then it loads that conversation for review"
Epic,231,,,Observability & Cost Safety,209,209,Observability & Cost Safety,Platform & Infra,Medium,,infra,backend,,"Operational guardrails: CloudWatch logging across Lambdas (optionally enriched by an AI observability integration), a monthly budget alarm that emails the owner at 80% actual / 100% forecast, and a client-log path that pages the owner on a customer-site access-code sign-in.

Value: the team sees problems and spend early, and gets alerted to noteworthy events.

=== TECHNICAL SCOPE ===
CloudWatch logs per Lambda (log scope/model/taskId/outcome); optional Arize tracing (arize.ts). BudgetStack
= a $15/mo budget alarm at 80% actual / 100% forecast (emails the owner). The client-log Lambda pages the
owner (via the pager API, base+key from SSM) on an access-code signin.","Definition of done:
- Lambdas log to CloudWatch; optional AI tracing can be enabled.
- A budget alarm notifies at the configured thresholds.
- Access-code sign-ins trigger an alert."
Story,232,,Observability & Cost Safety,,,231,Get alerted on spend and key events,Platform & Infra,,3,infra,,,"As a platform owner, I want budget alerts and an alert on customer-site sign-in, so that I catch cost overruns and noteworthy access early.

=== TECHNICAL DESIGN ===
BudgetStack budget + email/SNS; client-log {context:""access-code-entered""} -> an urgent page via the pager
API (base + key from SSM).","Scenario: Budget threshold alert
  Given monthly spend crosses the configured threshold
  Then the owner is emailed

Scenario: Sign-in alert
  Given someone enters the customer-site access code on a fresh browser
  Then an urgent alert is sent to the owner"
Story,233,,Observability & Cost Safety,,,231,Diagnose production behavior from logs,Platform & Infra,,2,infra,backend,,"As an engineer, I want each Lambda to log enough context to CloudWatch, so that I can diagnose production issues without redeploying.

=== TECHNICAL DESIGN ===
Emit structured logs in each Lambda (scope, model, taskId, outcome) - enough to trace a turn end-to-end
without redeploying.","Scenario: Traceable turns
  Given a production chat turn
  When I inspect CloudWatch
  Then I can trace the scope, model, and outcome of the turn"
Epic,234,,,Contact-Center Platform (Amazon Connect),209,209,Contact-Center Platform (Amazon Connect),Platform & Infra,High,,infra,connect,,"The Amazon Connect foundation shared by client chat and the agent CCP: the Connect instance/stack and agent provisioning (logins and routing profiles) that make live chat handoff possible.

Value: the real contact-center backbone behind every live conversation.

=== TECHNICAL SCOPE ===
ConnectStack provisions the instance + routing. Agent provisioning = aws connect create-user with the right
routing profile (mirror an existing agent). Connect is shared across dev + prod (single instance). Do not
re-enable Contact Lens (cost).","Definition of done:
- The Connect instance and routing are provisioned.
- New agents can be added with the correct routing profile."
Story,235,,Contact-Center Platform (Amazon Connect),,,234,Provision Connect and agent logins,Platform & Infra,,3,infra,connect,,"As a platform engineer, I want the Connect instance and agent logins provisioned, so that live chat can be routed to real agents.

=== TECHNICAL DESIGN ===
Stand up the Connect instance, queues, and routing profiles; add an agent via aws connect create-user with
the chat routing profile id.","Scenario: Agent can take chats
  Given the Connect instance is provisioned
  When an agent login with the correct routing profile is created
  Then that agent can receive and handle live chats"
